tconst,primaryTitle,Actual,Predicted
tt2095568,All Things to All Men,4.4,5.29759999999999
tt5932368,Vanquish,3.0,5.2132000000000005
tt1227536,Hellsinki,6.7,6.0024000000000015
tt0371920,Rottweiler,3.1,4.656800000000001
tt1653665,Goodbye Christopher Robin,7.1,6.863600000000008
tt1278449,Sound of Noise,7.2,7.029599999999993
tt0481610,Silent Scream,3.0,4.8137999999999925
tt10155342,A Brother's Love,6.6,6.702000000000004
tt4741714,Five,6.3,6.953399999999992
tt8076110,Enormous,5.8,5.718200000000004
tt1455810,Happy Family,6.6,5.999800000000011
tt13871094,Stamped from the Beginning,6.5,5.650600000000004
tt21612768,Snow and the Bear,6.6,6.688999999999997
tt0469050,A Chinese Tall Story,4.9,6.733199999999986
tt4585660,Klown Forever,6.2,6.734800000000008
tt0890882,A Man's Job,6.5,6.340400000000026
tt3481210,2047: Sights of Death,2.5,4.505800000000001
tt16280138,Magic Mike's Last Dance,5.2,5.930399999999983
tt13510660,Dhamaka,7.0,7.172800000000008
tt2660332,LFO,6.6,5.914399999999988
tt0382271,Rosario Tijeras,6.3,6.367399999999999
tt1935302,Monsters: Dark Continent,4.3,5.683000000000001
tt2147319,Helter Skelter,6.4,6.326399999999988
tt3215824,Those Who Wish Me Dead,6.0,6.501800000000003
tt4669252,Georgetown,6.2,6.404400000000009
tt0383534,Noel,6.1,6.278000000000003
tt3864056,The Goldfinch,6.4,6.313799999999998
tt17374778,Strangeness,6.8,6.235599999999997
tt0268219,How I Killed My Father,6.9,6.893199999999998
tt0905357,Normal,5.7,5.458600000000003
tt17595262,The Last Client,6.4,6.453600000000008
tt0481273,The Curiosity of Chance,6.5,6.374600000000008
tt2396721,The Scribbler,5.3,5.433599999999998
tt12715472,Inexorable,6.0,5.559800000000007
tt9614988,Sillu Karuppatti,7.9,8.019200000000026
tt15768848,The Pod Generation,5.6,6.054999999999992
tt0857300,Anand,8.0,7.4298000000000055
tt0222850,The Broken Hearts Club: A Romantic Comedy,6.9,6.479599999999989
tt1934269,Yossi,7.0,6.266400000000008
tt1918886,Joker,2.4,5.30559999999999
tt4715356,Money,5.5,5.261399999999997
tt1492923,In Darkness,7.0,6.898400000000018
tt27873958,El Ruby House,6.7,6.16039999999999
tt8452344,Sitting in Bars with Cake,6.4,6.57959999999999
tt10345590,How I Became a Super Hero,5.8,5.988799999999984
tt0948532,Killer Babes,5.7,4.8971999999999944
tt10875678,Happy Hardy and Heer,5.3,6.019199999999995
tt5311546,Natsamrat,8.8,6.269799999999997
tt0384639,Uno,6.8,6.772199999999972
tt2888046,Ip Man 3,7.0,5.873000000000014
tt0491145,Shadow Puppets,4.7,4.886999999999995
tt1709654,Citizen Gangster,6.1,6.19179999999998
tt0349047,(T)Raumschiff Surprise - Periode 1,5.5,4.401000000000004
tt5182856,Harmonium,6.9,6.896400000000023
tt1054113,The Candidate,6.2,5.386199999999994
tt1001534,A Secret Promise,5.3,5.128399999999993
tt4729560,The Little Vampire 3D,5.4,5.659600000000004
tt0298954,Crying... Silicon Tears,7.6,6.62339999999999
tt1488594,Shuffle,6.5,4.393599999999992
tt0468795,Linda Linda Linda,7.5,7.103000000000007
tt0871426,Baby Mama,6.0,5.995000000000004
tt5090568,Transformers: Rise of the Beasts,6.0,5.904399999999999
tt0216620,Christina's House,4.4,4.751000000000001
tt1300851,The Boondock Saints II: All Saints Day,6.2,5.97699999999999
tt0380636,Pogoda na jutro,7.1,6.882799999999988
tt7715988,Cake,7.6,7.38059999999997
tt1663628,Christmas Mail,5.3,5.103599999999998
tt9118804,The Special,4.9,4.146000000000003
tt2246595,Blood Money,4.8,5.606599999999993
tt6953076,Sheikh Jackson,6.9,6.2385999999999955
tt13304286,Eflatun,8.2,8.16819999999997
tt0376800,November,7.6,5.946600000000009
tt0482473,The Borgia,6.1,6.454999999999976
tt6251024,Office Uprising,5.7,5.889599999999987
tt21810110,Bhagavanth Kesari,5.9,5.727599999999993
tt7250358,Botoks,3.8,4.1144
tt5286432,Berlin Falling,5.8,6.293999999999993
tt3036740,Humshakals,1.7,6.637200000000008
tt19755170,Bawaal,6.6,6.558399999999992
tt11649338,Black Friday,4.7,4.8708
tt0312358,Anatomy 2,5.0,4.56440000000001
tt2846134,Gunde Jaari Gallanthayyinde,7.1,6.340399999999993
tt1568338,Man on a Ledge,6.6,5.9843999999999955
tt0485863,Battle of the Warriors,6.7,6.500199999999984
tt0383353,Evil Aliens,5.2,5.362400000000006
tt0442268,Be with You,7.8,5.957800000000003
tt1922561,The Day He Arrives,7.0,6.74780000000001
tt3042926,Attarintiki Daredi,7.3,7.140800000000016
tt1687889,Madison County,4.1,4.673999999999993
tt9057808,Los lobos,7.2,7.108999999999977
tt1187044,The Maid,7.3,6.337600000000003
tt6060444,The Paper Tigers,6.3,6.261800000000024
tt9815998,Hooking Up,5.6,5.6579999999999835
tt3244512,Charlie's Country,7.2,6.810000000000005
tt1459012,Love Crime,6.5,5.820200000000011
tt1092633,"The Goods: Live Hard, Sell Hard",5.7,5.738199999999996
tt5792472,Take the 10,4.8,5.436200000000001
tt1636833,Black and White,6.1,6.142599999999982
tt3750872,The Wife,7.2,6.997799999999976
tt1860152,17 Girls,6.0,6.010399999999978
tt2180277,90 Minutes,6.1,5.697799999999983
tt8907974,Looop Lapeta,5.2,5.3438
tt3503068,Deadtectives,5.9,5.409399999999994
tt1605769,The Monk,5.8,6.0440000000000005
tt7991508,Finestkind,6.0,6.58799999999999
tt9365800,Slayers,3.3,4.155800000000004
tt0243585,Stuart Little 2,5.5,5.652800000000003
tt5514296,My Stupid Boss,7.1,6.4437999999999835
tt2359201,Oru Kal Oru Kannadi,6.4,5.191200000000003
tt2213054,Kai Po Che,7.8,7.624199999999981
tt2199251,The Wedding Pact,3.8,3.927199999999984
tt2946498,Live Nude Girls,3.6,5.165600000000015
tt14034614,Nostalgia,6.7,6.552799999999982
tt2848876,The Painting Pool,7.4,6.22059999999999
tt0974554,Elegy,6.7,6.562800000000003
tt1090674,Opposite Day,3.8,4.330000000000003
tt3367686,Awaken,3.4,3.468599999999995
tt16404416,Maa Oori Polimera,7.2,7.042399999999971
tt5834760,Look Away,5.8,6.2652
tt0187078,Gone in 60 Seconds,6.5,6.379399999999995
tt1636539,Love Birds,6.0,5.676999999999991
tt2147728,I Used to Be Darker,5.7,5.773600000000004
tt3853452,Assassination Classroom,6.1,5.996799999999974
tt3016748,Jacob's Ladder,3.6,5.328000000000002
tt0880502,The Edge of Heaven,7.7,7.406200000000009
tt5537614,It's Not the Time of My Life,7.2,6.974999999999986
tt0167116,Desert Saints,6.0,5.727199999999997
tt0338135,The Barbarian Invasions,7.5,7.311199999999984
tt0408839,The Heartbreak Kid,5.8,6.0614
tt1568815,A Family,6.6,6.3771999999999895
tt0419887,The Kite Runner,7.6,6.957399999999993
tt5919756,Disappearance at Clifton Hill,5.4,5.431800000000001
tt0820096,Playing the Victim,7.1,6.345599999999984
tt1371574,Kosmos,7.1,6.885800000000001
tt1569364,Black Lightning,5.7,5.722799999999995
tt1447791,Macabre,6.4,5.990799999999999
tt2022522,Runway,8.2,8.253200000000014
tt3081268,Reaper,4.4,5.050800000000005
tt2146836,Diamond Necklace,7.2,6.528399999999989
tt1679248,My Last Day Without You,5.7,6.203799999999979
tt1128075,Love Exposure,8.0,7.481199999999997
tt11626108,Immanence,3.7,4.122799999999991
tt8949056,"Yes, God, Yes",6.1,6.178800000000003
tt21262240,Mission Raniganj,7.2,6.173999999999996
tt1321510,In the Heights,7.3,7.138400000000023
tt9179096,Minamata,7.2,6.5579999999999945
tt1634013,Montevideo: Taste of a Dream,8.1,6.437999999999998
tt0473829,Camping,5.1,5.4938000000000065
tt5580390,The Shape of Water,7.3,7.370999999999999
tt20251716,Naadi Dosh,7.2,7.296599999999972
tt6952960,The Kindergarten Teacher,6.7,6.131800000000007
tt0144084,American Psycho,7.6,7.190799999999976
tt1414449,Awful Nice,4.8,5.067800000000003
tt9648886,Arab Blues,6.3,6.272600000000003
tt5770430,Ozzy,5.2,5.541400000000011
tt2613012,Thamizh Padam,7.4,7.090999999999996
tt9870726,Gholamreza Takhti,6.8,4.635999999999996
tt1582519,Khaleja,7.6,7.268599999999982
tt9352356,The Djinn,4.8,4.860999999999997
tt2368606,The Lost Tree,4.6,4.917999999999997
tt5721654,Fiore,6.5,6.025399999999993
tt6217564,5 in the Afternoon,5.1,5.4232000000000005
tt0329101,Freddy vs. Jason,5.7,5.8266
tt18671246,Two Tickets to Greece,6.1,6.2198000000000295
tt1522329,Tum Mile,5.0,6.668199999999991
tt13827606,La civil,7.2,7.139799999999984
tt0477857,Sehar,7.7,7.597799999999958
tt0780645,War of the Dead,4.1,4.125000000000004
tt5325684,Hate Story IV,3.4,5.367199999999999
tt0778631,Brave Story,6.5,6.149399999999992
tt12844910,Pathaan,5.8,6.237799999999996
tt0354899,The Science of Sleep,7.2,7.053799999999999
tt4727512,Srimanthudu,7.5,7.332799999999991
tt1247704,Women in Trouble,5.6,5.515199999999987
tt6107548,Late Night,6.5,6.719399999999995
tt0843850,Finishing the Game,5.9,5.579400000000005
tt21142926,Vichitram,6.4,6.187600000000012
tt1458915,Tactical Force,4.7,5.174599999999999
tt4209174,Chimera Strain,4.3,4.124599999999988
tt1637725,Ted,6.9,7.138800000000002
tt0218067,The Calling,4.3,4.761
tt17076046,Weird: The Al Yankovic Story,6.9,6.616600000000012
tt2352802,Goodbye World,5.4,5.5854
tt0823451,Dus Kahaniyaan,5.7,6.426199999999994
tt21308736,In Your Dreams,5.8,5.952800000000005
tt3529656,Meadowland,5.8,5.868000000000011
tt0268995,The Majestic,6.9,6.927800000000007
tt23635174,My Name Is Shruthi,6.6,6.4181999999999775
tt6950476,Tejas,4.4,5.914000000000001
tt2402623,Beyond the Walls,6.6,6.5503999999999625
tt8954732,The Princess Switch,6.1,5.824800000000003
tt0151150,Josh,6.1,6.530599999999999
tt1924435,Let's Be Cops,6.4,6.044200000000001
tt0418819,Land of the Dead,6.2,5.7738
tt7991608,Red Notice,6.3,6.453600000000016
tt1322385,Submarino,7.5,6.381600000000006
tt1086216,Uncertainty,5.7,6.724600000000005
tt0314111,Godzilla Against Mechagodzilla,6.6,4.101000000000003
tt1943765,Morgan,6.7,6.167400000000007
tt0305396,The Crocodile Hunter: Collision Course,5.4,5.333200000000021
tt0470679,August,5.3,5.642799999999995
tt6195756,Wonderwell,5.7,5.490200000000007
tt1473397,Lucky,5.3,5.092599999999994
tt15399372,The Kings of the World,7.0,7.02479999999999
tt0318725,Fear and Trembling,7.0,6.665999999999994
tt1606339,Sushi Girl,6.0,5.765200000000003
tt0281686,Bubba Ho-Tep,6.9,5.482200000000003
tt3470600,Sing,7.1,7.190799999999995
tt14383680,Perfect Strangers,7.8,7.260799999999977
tt0286516,Respiro,7.0,6.673599999999993
tt1437212,The Shadowless,6.6,5.969600000000011
tt3125324,Beyond the Lights,6.8,6.944800000000008
tt10155932,Cinderella,4.4,6.323800000000019
tt3255590,El Camino Christmas,5.7,5.457800000000007
tt6166392,Wonka,7.0,7.173599999999999
tt1027658,Absurdistan,6.7,6.454199999999992
tt10405142,Serial (Bad) Weddings 3,6.1,6.493199999999997
tt1318001,Handsome Harry,6.1,6.188599999999993
tt2140571,The Broken Hearts Gallery,6.3,6.227800000000008
tt2396429,Dead Sushi,5.7,5.173999999999995
tt0454435,D,6.8,7.041399999999999
tt1296898,Waiting for Forever,5.9,6.009800000000004
tt10945288,The Wolf and the Lion,6.2,5.958799999999998
tt0804505,Married Life,6.2,6.7541999999999796
tt0346507,Andaaz,5.2,6.253199999999997
tt3480446,Almost Mercy,5.8,4.228800000000006
tt4621630,Secuestro,6.4,6.4199999999999955
tt1302559,The String,6.7,6.53479999999998
tt0810922,Take Me Home Tonight,6.3,6.352999999999997
tt0477071,Premonition,5.9,6.089399999999984
tt0220100,Timecode,6.1,6.003199999999977
tt0388182,King of California,6.6,6.596799999999982
tt12873562,The Invitation,5.3,4.763400000000002
tt1560220,Zombieland: Double Tap,6.7,7.089199999999995
tt3454424,Where Is Anne Frank,6.4,5.629599999999992
tt2392748,Scorched Earth,4.4,5.122199999999998
tt0178050,Sunset Strip,5.6,5.584599999999974
tt1791682,While We're Young,6.3,7.145199999999996
tt3532278,Brothers of the Wind,6.8,5.720800000000009
tt5200962,Kadhalum Kadandhu Pogum,7.4,7.905199999999996
tt2210479,Berserk: The Golden Age Arc I - The Egg of the King,7.5,5.615600000000007
tt1596350,This Means War,6.3,6.228200000000003
tt2218003,Closed Circuit,6.2,5.6706
tt15339456,Marcel the Shell with Shoes On,7.7,7.237600000000008
tt15483596,Jo and Jo,7.1,7.133999999999979
tt0367027,Shortbus,6.4,6.62319999999999
tt1911553,The Chef,6.6,6.057799999999981
tt9034290,Turkish Ice-Cream,6.4,6.545999999999995
tt1608290,Zoolander 2,4.7,6.142399999999999
tt1590193,The Commuter,6.3,6.2108
tt0414387,Pride & Prejudice,7.8,7.280800000000001
tt1091992,A French Gigolo,6.0,6.345599999999997
tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,6.3,6.561600000000002
tt8386654,Torn: Dark Bullets,5.1,5.095200000000001
tt0947802,Lakeview Terrace,6.2,5.839599999999998
tt2379318,Bright Days Ahead,6.3,6.253800000000002
tt12412166,Venicephrenia,5.2,5.909399999999997
tt1594562,The Innkeepers,5.5,6.116599999999984
tt22027654,Jaya Jaya Jaya Jaya Hey,7.7,7.171799999999998
tt12774526,After the Pandemic,3.5,3.487400000000014
tt7541106,1BR,5.8,5.980400000000008
tt8747560,KD (A) Karuppudurai,8.4,8.22060000000001
tt0846040,My Brother Is an Only Child,7.0,6.8128000000000055
tt0397401,Drop Dead Sexy,4.8,4.981799999999994
tt18372380,Daari,7.7,7.658399999999949
tt1002964,Broken Angel,6.4,6.0850000000000115
tt10551904,Dear Mother,5.8,6.717399999999997
tt1808360,"Och, Karol 2",4.3,4.674600000000004
tt5219972,Class Rank,6.5,6.377000000000002
tt21767274,Are You Ok Baby?,6.7,6.918600000000029
tt5215952,The Wailing,7.4,6.936599999999995
tt1150947,"Lovely, Still",7.1,6.9655999999999745
tt5565670,Ardaas,8.3,6.8516
tt4558200,Crown Vic,6.5,6.491000000000005
tt2304655,Gabbar Singh,7.1,5.981000000000002
tt6834916,Legacy of Lies,5.1,5.101199999999985
tt0492481,Puccini for Beginners,6.0,6.154600000000022
tt15502356,Family Dinner,5.7,5.523199999999999
tt1239446,The Last Days of Emma Blank,6.8,6.649600000000003
tt11766802,Dance with Me,6.7,6.2317999999999945
tt6143782,Hex,3.8,4.048999999999994
tt0221928,Seven Days to Live,5.1,5.0526
tt6852178,Benediction,6.6,6.682199999999984
tt0928194,Arabikkatha,7.6,6.312399999999992
tt9179974,Close to the Horizon,6.6,6.399999999999991
tt14812496,The Challenge,7.0,6.303200000000002
tt19886242,Rorschach,6.9,5.7585999999999995
tt2537390,Slow Learners,5.8,5.8814000000000055
tt2690138,The D Train,5.1,6.583800000000019
tt9665402,Sita,4.8,5.892399999999996
tt0493464,Wanted,6.7,6.902000000000005
tt0944834,Dragon Hunters,6.5,6.142400000000003
tt2885364,Willow Creek,5.1,4.920599999999999
tt0369637,Kuch Naa Kaho,5.4,6.6278000000000175
tt1646212,Deep Dark Canyon,5.0,4.805999999999994
tt1531901,Byzantium,6.5,6.471999999999998
tt10318332,Badnaam Gali,7.0,5.790799999999995
tt0245803,Bulletproof Monk,5.5,5.7902000000000005
tt17196124,Grimcutty,4.3,4.312599999999992
tt1006926,One Piece: Dead End Adventure,7.2,5.554599999999999
tt3826834,Corrections Class,6.9,6.570200000000005
tt8622232,Time to Dance,2.4,5.465199999999981
tt2906216,Dungeons & Dragons: Honor Among Thieves,7.2,6.844200000000005
tt8718158,The Hating Game,6.2,6.05219999999999
tt4262174,First Girl I Loved,6.1,6.199800000000018
tt1649418,The Gray Man,6.5,7.529400000000001
tt5152640,Shortwave,3.9,3.9724000000000044
tt0274428,Divine Intervention,6.6,5.773
tt5716464,Breathe,7.1,7.459599999999999
tt14158346,Sharp Stick,4.9,6.213599999999989
tt0245929,Devils on the Doorstep,8.2,7.39300000000001
tt15122330,Moosa Jatt,5.3,5.364199999999994
tt11252490,Creatures,3.7,3.704600000000004
tt8809750,Last Letter,6.9,6.300200000000008
tt21991654,Sympathy for the Devil,5.5,5.370599999999994
tt4851630,Maheshinte Prathikaaram,8.3,7.82999999999999
tt1083462,Mardi Gras: Spring Break,5.1,5.443600000000003
tt8760280,Finding You,6.4,6.44320000000002
tt0471041,The Tournament,6.0,6.02059999999999
tt1988781,7 Below,3.1,3.7575999999999974
tt1291570,Solace,6.4,6.823599999999997
tt0452624,The Good German,6.0,5.856599999999994
tt14114802,The Outfit,7.2,7.077399999999996
tt0447999,Hot Tamale,5.5,5.680000000000006
tt5956016,Stay Out Stay Alive,4.2,5.411400000000013
tt0483578,Love and Honor,7.7,7.646200000000004
tt0405743,Barefoot,7.1,6.837199999999992
tt0475331,The Magic Flute,6.5,6.253799999999999
tt0280460,The Banger Sisters,5.7,5.908799999999994
tt0821442,A Dirty Carnival,7.3,7.023600000000005
tt8128276,Ted K,6.0,6.252599999999984
tt0278006,Killing Mad Dogs,7.7,7.053399999999991
tt0371746,Iron Man,7.9,7.585200000000006
tt1718835,My Worst Nightmare,6.0,6.767000000000009
tt7857374,Hostage Radio,5.5,5.526600000000004
tt8123728,The Guard of Auschwitz,3.8,4.1213999999999995
tt9801736,"A White, White Day",6.6,6.472999999999986
tt9850488,Tigers,6.8,6.722000000000012
tt0411267,The Dark,5.3,5.250400000000002
tt21385728,Illegal Lives,6.2,5.214599999999996
tt1978532,Someone Marry Barry,5.8,5.603600000000005
tt0467003,Challenge,7.4,7.1960000000000255
tt0409072,Windstruck,7.1,7.026000000000029
tt0385677,Ellis in Glamourland,5.8,5.462400000000006
tt0765446,Escape from Planet Earth,5.8,5.909399999999997
tt1302011,Kung Fu Panda 2,7.3,6.884199999999999
tt2207484,Muck,2.7,3.3393999999999986
tt0351770,His Brother,6.9,6.055799999999998
tt3651326,In the Shadow of Women,6.5,6.396400000000001
tt12163074,The Resort,3.1,3.5166
tt5342650,Reset,5.3,5.2925999999999975
tt1661420,Polisse,7.3,6.965600000000012
tt1201167,Funny People,6.3,6.807599999999984
tt1797348,7 Days in Havana,6.0,6.550199999999996
tt5884784,The Super,5.2,5.206999999999992
tt0366635,One Hand Can't Clap,6.7,6.397800000000016
tt3084028,See You in Valhalla,5.3,5.439199999999994
tt11306518,Hero,5.7,5.878399999999993
tt1129427,Miss Nobody,5.5,5.4705999999999975
tt0388230,Malevolence,5.0,4.939799999999999
tt7524444,The House Next Door: Meet the Blacks 2,4.1,5.040400000000003
tt1420558,Melancholie der Engel,3.3,3.95439999999999
tt1247690,Serena,5.4,6.641600000000008
tt1017456,Race,6.7,5.808
tt11123012,The Secret of Sinchanee,4.9,5.085599999999997
tt0431641,Azumi 2: Death or Love,6.2,6.480000000000006
tt0422720,Marie Antoinette,6.5,7.04579999999999
tt1082886,The Wackness,6.9,6.665399999999997
tt0324133,Swimming Pool,6.7,6.309999999999992
tt0462229,Code Name: The Cleaner,4.6,5.395799999999999
tt5066056,The Wilde Wedding,5.2,6.737400000000012
tt0293715,My Sassy Girl,8.0,7.3696000000000055
tt2406566,Atomic Blonde,6.7,6.634999999999987
tt5692390,Status Update,5.8,5.945799999999995
tt0385560,Boo,4.1,4.4630000000000045
tt1526323,Arya 2,7.4,7.449999999999986
tt2461340,Till We Meet Again,5.7,5.933199999999996
tt7392212,Rangasthalam 1985,8.2,7.794200000000006
tt0374308,United,6.1,5.521200000000014
tt0388473,Tokyo Godfathers,7.8,6.356800000000002
tt0454970,Turistas,5.4,5.874200000000016
tt4562518,The Distinguished Citizen,7.5,6.897000000000002
tt1185836,Adam,7.1,7.026200000000004
tt5200814,Ho Mann Jahaan,7.0,6.648800000000004
tt1343704,Time You Change,3.1,6.854399999999994
tt4372390,Detour,6.2,6.051000000000003
tt15006566,The Beasts,7.5,6.5195999999999845
tt1023114,The Way Back,7.3,6.749999999999986
tt6722802,Marlowe,5.3,6.021600000000005
tt12483708,Doors,3.6,4.064399999999997
tt14039582,Drive My Car,7.5,7.445399999999991
tt2231554,Grave Encounters 2,5.1,5.334800000000003
tt0165982,Sinbad: Legend of the Seven Seas,6.7,6.624200000000007
tt6744360,Lost Transmissions,5.1,5.561399999999979
tt1571724,Honey,7.1,6.56140000000001
tt0202677,The Way of the Gun,6.6,7.317399999999984
tt1198144,Summer,6.7,6.5951999999999735
tt1107860,The Maiden Heist,6.0,5.292600000000008
tt20215968,Hit Man,7.7,6.4068
tt0316062,Johnny,5.4,6.35500000000002
tt22208468,Kutsal Damacana 4,2.8,4.662999999999999
tt2387627,Zinda Bhaag,7.5,7.455800000000002
tt6528290,Knights of the Zodiac,4.4,5.509800000000002
tt2822742,3 Hearts,5.9,6.252199999999996
tt0317705,The Incredibles,8.0,7.857799999999997
tt0893532,Kill Theory,5.3,5.146200000000001
tt8902990,The Sky Is Pink,7.6,7.2919999999999785
tt6857112,Us,6.8,6.734000000000008
tt0381348,The Place Promised in Our Early Days,6.9,7.5537999999999945
tt24131660,Bring Him to Me,5.4,5.011800000000012
tt0469062,Danika,5.5,5.089999999999998
tt6266538,Vice,7.2,7.523200000000007
tt24226474,Jigarthanda Double X,8.1,7.462400000000002
tt4666726,Christine,6.9,6.988400000000007
tt10452480,Kettiyollaanu Ente Maalakha,7.5,6.1687999999999965
tt1576450,Lily Sometimes,6.1,5.896000000000005
tt2098627,Attack of the 50 Foot Cheerleader,4.4,4.535600000000007
tt10545484,Evaru,8.1,7.161
tt1132193,(Untitled),6.3,6.280800000000008
tt2113809,The Wee Man,6.1,6.05499999999996
tt3017412,Happy Ending,5.4,6.670600000000004
tt2381989,Skytten,5.6,6.5032000000000005
tt1599348,Safe House,6.7,6.337999999999999
tt6187134,Cowboys,6.4,6.221800000000015
tt4118606,The Curse of Sleeping Beauty,4.3,5.043200000000005
tt8847712,The French Dispatch,7.1,7.042599999999993
tt2140379,Self/less,6.5,5.971599999999993
tt6020800,Gold,5.4,4.921000000000007
tt4158594,Boar,5.1,4.877800000000001
tt2472432,Regret!,7.0,6.023200000000002
tt0876233,The Last Word,6.2,6.756399999999996
tt6613952,Encounter,4.0,5.191999999999996
tt3849692,Operator,4.3,3.53040000000001
tt8059926,Gajaman,8.3,8.240400000000049
tt1316536,The Loved Ones,6.6,6.227199999999999
tt4264426,Bite,4.9,4.561399999999994
tt8545482,Zone 414,5.0,4.889000000000006
tt7367960,Checkered Ninja,7.1,6.572599999999995
tt2063011,The Viral Factor,5.9,6.321400000000006
tt20102596,"LaRoy, Texas",6.4,5.700199999999997
tt6186910,Imaikkaa Nodigal,7.3,7.167599999999993
tt4789822,Pickings,4.8,4.536400000000006
tt4950110,I'm Not Ashamed,5.8,6.092199999999988
tt1837587,War of the Buttons,6.2,6.739999999999993
tt0290145,Blue Car,6.6,5.382800000000009
tt11708140,Asylum: Twisted Horror and Fantasy Tales,4.8,5.220600000000002
tt8411144,Kaappaan,6.2,6.307799999999996
tt15373558,Dear Friend,5.9,6.271599999999991
tt1931551,The 25th Reich,3.3,3.3143999999999902
tt5810368,Deadly Detention,3.4,4.463800000000002
tt7961060,Dragon Ball Super: Broly,7.7,6.269599999999984
tt1612774,Rubber,5.7,6.2246000000000015
tt3019620,Titli,7.5,6.956600000000006
tt14641542,The Eight Mountains,7.7,7.715199999999986
tt0411272,Mesrine: Public Enemy No. 1,7.4,6.5413999999999906
tt3272066,Reminiscence,5.9,6.007799999999997
tt14892216,Zero to Hero,6.7,6.431200000000011
tt9021092,Mr. Majnu,6.1,6.615800000000002
tt2511670,Jealousy,6.4,6.333999999999992
tt5979920,Wrong Side Raju,7.7,6.834600000000002
tt3823116,Little Bird's Big Adventure,5.8,5.885999999999997
tt7268736,Kilometers and Kilometers,6.4,7.049400000000009
tt5563782,Followed,4.9,4.848400000000013
tt7442274,To Die For,5.7,5.8092
tt1371155,Made in Dagenham,7.1,7.047999999999997
tt6933454,Puzzle,6.7,6.717199999999986
tt2622874,My Mistress,5.4,5.8471999999999955
tt1726738,Sacrifice,6.2,6.038999999999989
tt5674368,Agent,3.5,4.542199999999993
tt0220343,Briar Patch,5.4,5.513800000000012
tt6013156,What Still Remains,4.7,4.732000000000004
tt10726604,The Bad Guys: The Movie,6.2,6.033999999999974
tt0249380,Baise-moi,4.4,5.6854
tt0412019,Broken Flowers,7.1,6.945999999999992
tt1491603,Insane,3.6,3.8019999999999907
tt15839646,Induvadana,4.6,4.829399999999996
tt0295297,Harry Potter and the Chamber of Secrets,7.4,7.486199999999993
tt6112524,The Young Cannibals,3.9,4.644999999999988
tt15485390,Operation Napoleon,6.0,5.9970000000000026
tt5538568,My Entire High School Sinking Into the Sea,6.1,6.210599999999995
tt6875952,Carmen,5.7,6.812999999999984
tt0913401,Kill Buljo: The Movie,5.7,5.979599999999991
tt0274812,Secretary,6.9,6.371600000000002
tt20788760,I Love You,4.2,4.939200000000007
tt27411485,Minus 31: The Nagpur Files,5.3,5.044999999999991
tt0317198,Bridget Jones: The Edge of Reason,6.0,6.742400000000013
tt1346961,The Eclipse,6.0,5.261999999999998
tt7760890,"I Was at Home, But...",5.5,5.4960000000000075
tt0319685,A House Built on Water,6.7,6.56379999999998
tt0437777,Something New,6.6,6.3754000000000035
tt3380264,Kill Dil,4.4,6.4299999999999935
tt0395972,North Country,7.3,7.372400000000012
tt4276820,The Founder,7.2,7.371600000000009
tt9811374,A Very Bad Friend,5.9,5.789200000000018
tt1559033,Prowl,4.5,4.093000000000001
tt9419976,Triggered,4.8,4.445799999999997
tt9285882,Blue Story,6.3,6.386000000000012
tt1341167,Four Lions,7.3,6.983999999999988
tt10549312,Baba Parasi,4.6,5.6818000000000035
tt9098454,The Girl Who Believes in Miracles,5.9,5.313599999999987
tt1710396,Joyful Noise,5.7,6.239199999999983
tt3778354,Bear with Us,6.1,5.636600000000004
tt1228931,Kuruvi,4.2,5.198399999999987
tt2339505,Kochadaiiyaan,6.2,7.325199999999982
tt2488666,Malibu Horror Story,5.4,5.085200000000002
tt1636780,Gintama: The Movie,7.6,5.737800000000004
tt2392846,Paranormal Movie,2.3,3.6904000000000075
tt8025310,The Odds,4.9,4.878200000000029
tt9318280,Driveways,7.2,6.898399999999993
tt0435625,The Descent,7.2,6.475200000000032
tt1492959,Lifted,6.6,6.472199999999985
tt1364487,Letters to Father Jacob,7.3,7.240400000000009
tt12397078,Little Big Women,7.2,6.747599999999997
tt5742874,Sarkar 3,4.9,6.168800000000003
tt6110504,Becoming Bond,7.5,6.110400000000019
tt3740066,Pop Aye,6.6,6.55519999999996
tt11242242,The Bridge Curse,5.3,5.040800000000004
tt3369670,Children of War,6.6,6.46119999999999
tt3679040,Kisi Ka Bhai Kisi Ki Jaan,4.0,4.542999999999999
tt5264838,Crater,5.4,5.716600000000007
tt0372921,Flesh for the Beast,3.6,3.690799999999985
tt7010412,The Great Buddha+,7.6,6.943600000000013
tt9695258,So My Grandma's a Lesbian!,4.4,5.071400000000001
tt0897287,Blood Brothers,5.5,5.677200000000003
tt2639664,On My Dead Body,6.1,5.682999999999996
tt2509850,The Rewrite,6.3,5.818800000000007
tt6826438,Parmanu: The Story of Pokhran,7.6,6.876799999999991
tt8482584,12 Mighty Orphans,6.9,6.913400000000007
tt2691498,The Price of Sugar,6.8,6.118600000000004
tt0273326,Truly Human,6.8,6.601400000000018
tt1603257,ATM,4.7,5.2241999999999935
tt6024606,Voyage of Time,7.0,6.862799999999979
tt1366365,The Cold Light of Day,4.9,5.314399999999996
tt6136778,Double Date,5.9,5.376200000000001
tt0472126,Local Color,6.8,6.72940000000002
